Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
Brandon Austin,Field Goal Made,,58-55,2 - 16:09,3,,,
,,,58-58,2 - 15:57,(T1),EJ Hubbard,Three Point Made,
,,,,2 - 15:57,,William Desilien,Assist,
,,,,2 - 15:46,,EJ Hubbard,Defensive Foul,
,,,,2 - 15:46,,EJ Hubbard,Left the Game,Taylor Shamo Entered the Game
Brandon Austin,Three Point Attempt,Keith Charleston Offensive Rebound,,2 - 15:40,,,,
Brandon Austin,Turnover,,,2 - 15:31,,,,
,,,58-61,2 - 15:17,-3 (L4),Tyler Chandler,Three Point Made,
,,,,2 - 15:16,,Daryle Morgan,Assist,
Jalen Jackson,Field Goal Attempt,,,2 - 15:00,,,,Christopher Boucher Defensive Rebound
,,,,2 - 14:40,,Tyler Chandler,Turnover,
Benji Bell,Steal,,,2 - 14:39,,,,
Jalen Jackson,Field Goal Made,,60-61,2 - 14:38,-1,,,
Benji Bell,Assist,,,2 - 14:38,,,,
,,,,2 - 14:38,,Christopher Boucher,Defensive Foul,
,,,,2 - 14:38,,Christopher Boucher,Left the Game,Dan Milota Entered the Game
Jalen Jackson,Free Throw Made,,61-61,2 - 14:38,(T2),,,
,,,61-63,2 - 14:11,-2 (L5),Dan Milota,Field Goal Made,
,,,,2 - 14:11,,Tyler Chandler,Assist,
Jalen Jackson,Field Goal Attempt,,,2 - 14:04,,,,Dan Milota Defensive Rebound
Brandon Austin,Defensive Foul,,,2 - 13:47,,,,
,,,,2 - 13:47,,Daryle Morgan,Free Throw Attempt,NW College Offensive Rebound
,,,61-64,2 - 13:47,-3,Daryle Morgan,Free Throw Made,
Benji Bell,Field Goal Attempt,Treshaad Williams Offensive Rebound,,2 - 13:34,,,,
Treshaad Williams,Field Goal Made,,63-64,2 - 13:31,-1,,,
,,Treshaad Williams Defensive Rebound,,2 - 13:07,,William Desilien,Field Goal Attempt,
Treshaad Williams,Field Goal Attempt,,,2 - 12:58,,,,Dan Milota Defensive Rebound
,,Treshaad Williams Defensive Rebound,,2 - 12:43,,Tyler Chandler,Field Goal Attempt,
,,,,2 - 12:39,,Dan Milota,Defensive Foul,
,,,,2 - 12:39,,Taylor Shamo,Left the Game,Ammar Rehman Entered the Game
Benji Bell,Free Throw Attempt,NW Florida Offensive Rebound,,2 - 12:39,,,,
Benji Bell,Free Throw Made,,64-64,2 - 12:39,(T3),,,
,,,,2 - 12:27,,Ammar Rehman,Field Goal Attempt,Ammar Rehman Offensive Rebound
,,,64-66,2 - 12:25,-2 (L6),Ammar Rehman,Field Goal Made,
Treshaad Williams,Field Goal Attempt,Keith Charleston Offensive Rebound,,2 - 12:11,,,,
Keith Charleston,Field Goal Made,,66-66,2 - 12:09,(T4),,,
,,,66-69,2 - 11:54,-3 (L7),William Desilien,Three Point Made,
,,,,2 - 11:54,,Ammar Rehman,Assist,
Brandon Austin,Turnover,,,2 - 11:42,,,,
,,,,2 - 11:42,,William Desilien,Steal,
,,,,2 - 11:36,,Tyler Chandler,Field Goal Attempt,Dan Milota Offensive Rebound
