Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 20:00,,Daniel Hernandez,Left the Game,
,,,,2 - 20:00,,Emanuel Shepherd,Left the Game,
,,,,2 - 20:00,,DJ Blackmon,Left the Game,
Donte` McGill,Left the Game,,,2 - 20:00,,,,
Charles Foster,Left the Game,,,2 - 20:00,,,,
A.J. Patty,Left the Game,,,2 - 20:00,,,,
Mychal Mulder,Left the Game,,,2 - 20:00,,,,
Keith Mack,Left the Game,Charles Foster Entered the Game,,2 - 20:00,,,,
20 Everett Clemons,Entered Game,,,,,,,
33 Mychal Mulder,Entered Game,,,,,,,
32 A.J. Patty,Entered Game,,,,,,,
22 Makur Puou,Entered Game,,,,,,,
,,,48-39,2 - 20:00,9,DJ Blackmon,Field Goal Made,
,,,,2 - 20:00,,Jordan Martin,Assist,
,,,,,,1 Arell Hennings,Entered Game,
Charles Foster,Three Point Attempt,Everett Clemons Offensive Rebound,,2 - 19:41,,,,
Mychal Mulder,Field Goal Made,,50-39,2 - 19:35,11,,,
Everett Clemons,Assist,,,2 - 19:34,,,,
,,Makur Puou Defensive Rebound,,2 - 19:29,,Jordan Martin,Three Point Attempt,
Charles Foster,Turnover,,,2 - 18:58,,,,
,,,,2 - 18:57,,Emanuel Shepherd,Steal,
,,,,2 - 18:30,,Jordan Martin,Turnover,
Makur Puou,Steal,,,2 - 18:28,,,,
Makur Puou,Field Goal Attempt,,,2 - 18:12,,,,
,,,,2 - 18:10,,DJ Blackmon,Blocked shot,
Mychal Mulder,Offensive Rebound,,,2 - 18:09,,,,
Mychal Mulder,Field Goal Made,,52-39,2 - 18:09,13,,,
Mychal Mulder,Defensive Foul,,,2 - 17:43,,,,
,,,,2 - 17:43,,Daniel Hernandez,Left the Game,Jawan Stepney Entered the Game
,,,,2 - 17:43,,Jawan Stepney,Turnover,
Makur Puou,Steal,,,2 - 17:43,,,,
A.J. Patty,Field Goal Made,,54-39,2 - 17:43,15,,,
,,,,2 - 17:36,,Emanuel Shepherd,Defensive Foul,
,,,,2 - 17:36,,Emanuel Shepherd,Left the Game,Jaben Garrett Entered the Game
A.J. Patty,Free Throw Made,,55-39,2 - 17:36,16,,,
,,,55-41,2 - 17:20,14,Jaben Garrett,Field Goal Made,
,,,,2 - 17:17,,Jawan Stepney,Assist,
Mychal Mulder,Three Point Made,,58-41,2 - 16:58,17,,,
Everett Clemons,Assist,,,2 - 16:58,,,,
,,Everett Clemons Defensive Rebound,,2 - 16:47,,Jaben Garrett,Field Goal Attempt,
,,,,2 - 16:46,,Jordan Martin,Left the Game,Justin Jones Entered the Game
Mychal Mulder,Three Point Made,,61-41,2 - 16:32,20,,,
Everett Clemons,Assist,,,2 - 16:31,,,,
,,Vincennes Defensive Rebound,,2 - 16:24,,Arell Hennings,Field Goal Attempt,
A.J. Patty,Three Point Made,,64-41,2 - 16:21,23,,,
Everett Clemons,Assist,,,2 - 16:20,,,,
Makur Puou,Defensive Foul,,,2 - 15:53,,,,
Mychal Mulder,Left the Game,Donte` McGill Entered the Game,,2 - 15:53,,,,
,,,,2 - 15:53,,Arell Hennings,Left the Game,
,,,,2 - 15:53,,DJ Blackmon,Left the Game,Daniel Hernandez Entered the Game
,,,,2 - 15:53,,Loic Jouve,Entered the Game,
,,,,2 - 15:53,,Justin Jones,Free Throw Attempt,Cochise College Offensive Rebound
,,,64-42,2 - 15:53,22,Justin Jones,Free Throw Made,
Everett Clemons,Turnover,,,2 - 15:34,,,,
,,,,2 - 15:32,,Jawan Stepney,Steal,
Makur Puou,Defensive Foul,,,2 - 15:20,,,,
Makur Puou,Left the Game,Mychal Mulder Entered the Game,,2 - 15:20,,,,
,,,,2 - 15:20,,Jaben Garrett,Free Throw Attempt,Cochise College Offensive Rebound
