Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 18:58,,Clarence Williams,Defensive Foul,
,,,,2 - 18:58,,Clarence Williams,Left the Game,Devante Jackson Entered the Game
,,,,2 - 18:44,,Devante Jackson,Defensive Foul,
Keanu Pinder,Free Throw Made,,32-26,2 - 18:44,6,,,
Keanu Pinder,Free Throw Made,,33-26,2 - 18:44,7,,,
,,DeShawn Freeman Defensive Rebound,,2 - 18:26,,Shelton Hagigal,Three Point Attempt,
Zach Winter,Field Goal Made,,35-26,2 - 18:19,9,,,
,,,35-29,2 - 18:07,6,Dedrick Basile,Three Point Made,
DeShawn Freeman,Turnover,,,2 - 17:55,,,,
,,,,2 - 17:55,,Melvin Swift,Left the Game,Aldonis foote Entered the Game
,,,,2 - 17:41,,Dedrick Basile,Three Point Attempt,Dedrick Basile Offensive Rebound
,,,,2 - 17:38,,Dedrick Basile,Field Goal Attempt,
Bashier Ahmed,Blocked shot,,,2 - 17:36,,,,
Bashier Ahmed,Defensive Rebound,,,2 - 17:31,,,,
,,,,2 - 17:28,,Devante Jackson,Defensive Foul,
,,,,2 - 17:28,,Jhaustin Thomas,Left the Game,
,,,,2 - 17:28,,Devante Jackson,Left the Game,Nicholai Brown Entered the Game
,,,,2 - 17:28,,Clarence Williams,Entered the Game,
DeShawn Freeman,Free Throw Made,,36-29,2 - 17:28,7,,,
DeShawn Freeman,Free Throw Made,,37-29,2 - 17:28,8,,,
,,,37-31,2 - 17:11,6,Clarence Williams,Field Goal Made,
Bashier Ahmed,Field Goal Attempt,HCC Offensive Rebound,,2 - 16:59,,,,
,,,,2 - 16:59,,Shelton Hagigal,Defensive Foul,
Bashier Ahmed,Field Goal Attempt,,,2 - 16:55,,,,Aldonis foote Defensive Rebound
,,Keanu Pinder Defensive Rebound,,2 - 16:46,,Shelton Hagigal,Field Goal Attempt,
Keanu Pinder,Field Goal Made,,39-31,2 - 16:32,8,,,
Bashier Ahmed,Assist,,,2 - 16:31,,,,
,,,39-33,2 - 16:19,6,Nicholai Brown,Field Goal Made,
,,,,2 - 16:19,,Shelton Hagigal,Assist,
Keanu Pinder,Defensive Foul,,,2 - 16:16,,,,
,,,,2 - 16:16,,Shelton Hagigal,Left the Game,Preston Anderson Entered the Game
