Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
Jerron Martin,Free Throw Made,,51-53,2 - 14:04,-2,,,
,,,,2 - 13:50,,Jemerrio Jones,Turnover,
Jerron Martin,Steal,,,2 - 13:50,,,,
Jerron Martin,Turnover,,,2 - 13:32,,,,
,,Pat Birt Defensive Rebound,,2 - 13:25,,Coris Williams Jr.,Field Goal Attempt,
Jerron Martin,Field Goal Attempt,,,2 - 13:06,,,,Jemerrio Jones Defensive Rebound
,,,51-55,2 - 13:02,-4,Devocio Butler,Field Goal Made,
,,,,2 - 13:01,,Jemerrio Jones,Assist,
Marlon Jones,Field Goal Made,,53-55,2 - 12:33,-2,,,
Andre Horne,Assist,,,2 - 12:31,,,,
Marlon Jones,Defensive Foul,,,2 - 12:21,,,,
Jerron Martin,Left the Game,,,2 - 12:21,,,,
Pedro Konofino,Left the Game,Diamante Langston Entered the Game,,2 - 12:21,,,,
Emmanuel Omogbo,Entered the Game,,,2 - 12:21,,,,
,,,53-56,2 - 12:21,-3,Devocio Butler,Free Throw Made,
,,,53-57,2 - 12:21,-4,Devocio Butler,Free Throw Made,
,,,,2 - 12:04,,Jemerrio Jones,Defensive Foul,
Marlon Jones,Free Throw Made,,54-57,2 - 12:04,-3,,,
Marlon Jones,Free Throw Attempt,,,2 - 12:04,,,,Devocio Butler Defensive Rebound
,,,,2 - 11:52,,Devocio Butler,Three Point Attempt,Coris Williams Jr. Offensive Rebound
,,,,2 - 11:43,,Evan Moorman,Three Point Attempt,Jemerrio Jones Offensive Rebound
,,,54-59,2 - 11:40,-5,Jemerrio Jones,Field Goal Made,
,,,,2 - 11:35,,Evan Moorman,Left the Game,
,,,,2 - 11:35,,Marcus Johnson Jr.,Left the Game,
,,,,2 - 11:35,,Coris Williams Jr.,Left the Game,
,,,,2 - 11:35,,Jemerrio Jones,Left the Game,
,,,,2 - 11:35,,Devocio Butler,Left the Game,Tyrell Bellot-Green Entered the Game
,,,,2 - 11:35,,Marcus Johnson Jr.,Entered the Game,
,,,,2 - 11:35,,Coris Williams Jr.,Entered the Game,
,,,,2 - 11:35,,Devocio Butler,Entered the Game,
,,,,2 - 11:35,,Jemerrio Jones,Entered the Game,
,,,,2 - 11:26,,Devocio Butler,Defensive Foul,
,,,,2 - 11:26,,Devocio Butler,Left the Game,Kristian Keys Entered the Game
Emmanuel Omogbo,Field Goal Attempt,Andre Horne Offensive Rebound,,2 - 11:16,,,,
Andre Horne,Three Point Attempt,Andre Horne Offensive Rebound,,2 - 10:57,,,,
Andre Horne,Turnover,,,2 - 10:54,,,,
,,,,2 - 10:53,,Coris Williams Jr.,Steal,
,,Marlon Jones Defensive Rebound,,2 - 10:48,,Tyrell Bellot-Green,Three Point Attempt,
Emmanuel Omogbo,Field Goal Attempt,,,2 - 10:28,,,,Tyrell Bellot-Green Defensive Rebound
,,,,2 - 10:09,,Tyrell Bellot-Green,Field Goal Attempt,
Marlon Jones,Blocked shot,,,2 - 10:07,,,,
Emmanuel Omogbo,Defensive Rebound,,,2 - 10:07,,,,
,,,,2 - 9:58,,Kristian Keys,Defensive Foul,
Andre Horne,Left the Game,Andre Spight Entered the Game,,2 - 9:58,,,,
,,,,2 - 9:58,,Coris Williams Jr.,Left the Game,Ke`von Rice Entered the Game
Emmanuel Omogbo,Free Throw Made,,55-59,2 - 9:58,-4,,,
Emmanuel Omogbo,Free Throw Attempt,,,2 - 9:58,,,,Ke`von Rice Defensive Rebound
,,Emmanuel Omogbo Defensive Rebound,,2 - 9:43,,Tyrell Bellot-Green,Three Point Attempt,
Emmanuel Omogbo,Field Goal Made,,57-59,2 - 9:31,-2,,,
Pat Birt,Defensive Foul,,,2 - 9:15,,,,
,,,,2 - 9:15,,Tyrell Bellot-Green,Left the Game,Coris Williams Jr. Entered the Game
,,,,2 - 9:15,,Jemerrio Jones,Free Throw Attempt,Hill College Offensive Rebound
,,,57-60,2 - 9:15,-3,Jemerrio Jones,Free Throw Made,
Marlon Jones,Field Goal Made,,59-60,2 - 9:01,-1,,,
