Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 6:30,,Diamante Langston,Field Goal Attempt,Emmanuel Omogbo Offensive Rebound
Arlando Cook,Defensive Foul,,,2 - 6:29,,,,
,,,54-70,2 - 6:29,-16,Emmanuel Omogbo,Free Throw Made,
,,Arlando Cook Defensive Rebound,,2 - 6:29,,Emmanuel Omogbo,Free Throw Attempt,
Arlando Cook,Field Goal Attempt,,,2 - 6:17,,,,
,,,,2 - 6:16,,Emmanuel Omogbo,Blocked shot,
,,,,2 - 6:15,,Emmanuel Omogbo,Defensive Rebound,
,,Devin Simms Defensive Rebound,,2 - 5:50,,Andre Spight,Three Point Attempt,
Corlbe Evin,Field Goal Made,,56-70,2 - 5:42,-14,,,
,,Connors State Defensive Rebound,,2 - 5:05,,Andre Spight,Field Goal Attempt,
,,,,2 - 5:04,,David Kadiri,Left the Game,Marlon Jones Entered the Game
Corlbe Evin,Field Goal Attempt,,,2 - 4:59,,,,Emmanuel Omogbo Defensive Rebound
,,,,2 - 4:44,,Emmanuel Omogbo,Offensive Foul,
,,,,2 - 4:44,,Emmanuel Omogbo,Turnover,
,,,,2 - 4:44,,Emmanuel Omogbo,Left the Game,Brandon Neel Entered the Game
Corlbe Evin,Field Goal Attempt,Phabian Glasco Offensive Rebound,,2 - 4:27,,,,
Phabian Glasco,Jump Ball Won,,,2 - 4:27,,,,
Devin Simms,Field Goal Made,,58-70,2 - 4:22,-12,,,
Corlbe Evin,Assist,,,2 - 4:21,,,,
,,,58-73,2 - 3:46,-15,Pat Birt,Three Point Made,
,,,,2 - 3:46,,Brandon Neel,Assist,
Corlbe Evin,Field Goal Attempt,,,2 - 3:31,,,,Brandon Neel Defensive Rebound
,,,58-75,2 - 3:21,-17,Brandon Neel,Field Goal Made,
,,,,2 - 3:20,,Pat Birt,Assist,
Devin Simms,Field Goal Attempt,Arlando Cook Offensive Rebound,,2 - 3:04,,,,
Arlando Cook,Field Goal Made,,60-75,2 - 3:02,-15,,,
,,Connors State Defensive Rebound,,2 - 2:38,,Pat Birt,Field Goal Attempt,
Devin Simms,Field Goal Attempt,,,2 - 2:25,,,,Marlon Jones Defensive Rebound
,,Phabian Glasco Defensive Rebound,,2 - 2:15,,Marlon Jones,Field Goal Attempt,
,,,,2 - 2:09,,Diamante Langston,Defensive Foul,
Damari Edwards,Left the Game,,,2 - 2:09,,,,
,,,,2 - 2:09,,Pat Birt,Left the Game,
,,,,2 - 2:09,,Marlon Jones,Left the Game,Emmanuel Omogbo Entered the Game
,,,,2 - 2:09,,Andre Horne,Entered the Game,
Corlbe Evin,Free Throw Made,,61-75,2 - 2:09,-14,,,
Corlbe Evin,Free Throw Made,,62-75,2 - 2:09,-13,,,
,,,,2 - 1:57,,Andre Spight,Turnover,
Ronnie Boyce,Entered the Game,,,2 - 2:09,,,,
Ronnie Boyce,Three Point Attempt,,,2 - 1:55,,,,Emmanuel Omogbo Defensive Rebound
,,,62-77,2 - 1:55,-15,Andre Horne,Field Goal Made,
,,,,2 - 1:55,,Emmanuel Omogbo,Assist,
,,,,2 - 1:29,,Brandon Neel,Defensive Foul,
Ronnie Boyce,Left the Game,Kayshaune Spencer Entered the Game,,2 - 1:29,,,,
Arlando Cook,Free Throw Attempt,Connors State Offensive Rebound,,2 - 1:29,,,,
Arlando Cook,Free Throw Attempt,,,2 - 1:29,,,,Emmanuel Omogbo Defensive Rebound
,,,62-79,2 - 1:11,-17,Diamante Langston,Field Goal Made,
Corlbe Evin,Field Goal Made,,64-79,2 - 1:03,-15,,,
Kayshaune Spencer,Defensive Foul,,,2 - 0:52,,,,
