Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,55-52,2 - 2:12,3,Zach Winter,Free Throw Made,
,,,,2 - 2:12,,Bashier Ahmed,Turnover,
Doniel Dean,Field Goal Attempt,,,2 - 1:49,,,,
,,,,2 - 1:47,,Keanu Pinder,Blocked shot,
,,,,2 - 1:45,,Keanu Pinder,Defensive Rebound,
,,,,2 - 1:45,,Keanu Pinder,Turnover,
Montrel Goldston,Steal,,,2 - 1:44,,,,
Ty Toney,Three Point Made,,58-52,2 - 1:43,6,,,
Taquan Givens,Assist,,,2 - 1:43,,,,
,,,,2 - 1:28,,Akbar Hoffman,Field Goal Attempt,DeShawn Freeman Offensive Rebound
,,,58-54,2 - 1:22,4,DeShawn Freeman,Field Goal Made,
Montrel Goldston,Field Goal Made,,60-54,2 - 1:04,6,,,
Doniel Dean,Assist,,,2 - 1:02,,,,
,,,60-56,2 - 0:54,4,DeShawn Freeman,Field Goal Made,
Montrel Goldston,Defensive Foul,,,2 - 0:53,,,,
Montrel Goldston,Left the Game,Denzel Council Entered the Game,,2 - 0:53,,,,
,,,60-57,2 - 0:53,3,DeShawn Freeman,Free Throw Made,
Doniel Dean,Field Goal Made,,62-57,2 - 0:21,5,,,
Ty Toney,Assist,,,2 - 0:21,,,,
,,,,2 - 0:13,,Akbar Hoffman,Field Goal Attempt,Bashier Ahmed Offensive Rebound
,,,62-59,2 - 0:12,3,Bashier Ahmed,Field Goal Made,
Terrence Thompson,Left the Game,Paris Ballinger Entered the Game,,2 - 0:12,,,,
,,,,2 - 0:10,,Akbar Hoffman,Defensive Foul,
Paris Ballinger,Left the Game,Terrence Thompson Entered the Game,,2 - 0:10,,,,
Doniel Dean,Free Throw Made,,63-59,2 - 0:10,4,,,
Doniel Dean,Free Throw Made,,64-59,2 - 0:10,5,,,
,,Terrence Thompson Defensive Rebound,,2 - 0:03,,Akbar Hoffman,Field Goal Attempt,
Terrence Thompson,Jump Ball Won,,,2 - 0:02,,,,
Terrence Thompson,Left the Game,Paris Ballinger Entered the Game,,2 - 0:02,,,,
