Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 14:46,,Treshaad Williams,Steal,
,,,,2 - 14:45,,Benji Bell,Offensive Foul,
,,,,2 - 14:45,,Benji Bell,Turnover,
Brandon Neel,Charge,,,2 - 14:45,,,,
,,,,2 - 14:45,,Treshaad Williams,Left the Game,
,,,,2 - 14:45,,William Pfister,Left the Game,Keith Charleston Entered the Game
,,,,2 - 14:45,,Jordan Capps,Entered the Game,
David Kadiri,Field Goal Attempt,,,2 - 14:29,,,,Jalen Jackson Defensive Rebound
,,,,2 - 14:23,,Jalen Jackson,Field Goal Attempt,Jalen Jackson Offensive Rebound
,,,,2 - 14:20,,Jalen Jackson,Field Goal Attempt,Brandon Austin Offensive Rebound
,,Andre Spight Defensive Rebound,,2 - 14:18,,Brandon Austin,Field Goal Attempt,
Andre Spight,Turnover,,,2 - 14:11,,,,
David Kadiri,Left the Game,Marlon Jones Entered the Game,,2 - 14:11,,,,
,,,45-52,2 - 13:55,-7,Keith Charleston,Three Point Made,
,,,,2 - 13:55,,Benji Bell,Assist,
Emmanuel Omogbo,Three Point Made,,48-52,2 - 13:36,-4,,,
Andre Spight,Assist,,,2 - 13:36,,,,
,,,,2 - 13:31,,Benji Bell,Offensive Foul,
,,,,2 - 13:31,,Benji Bell,Turnover,
Diamante Langston,Charge,,,2 - 13:31,,,,
,,,,2 - 13:23,,Jordan Capps,Defensive Foul,
Brandon Neel,Left the Game,Pat Birt Entered the Game,,2 - 13:23,,,,
Marlon Jones,Free Throw Made,,49-52,2 - 13:23,-3,,,
Marlon Jones,Free Throw Made,,50-52,2 - 13:23,-2,,,
,,,,2 - 13:04,,Keith Charleston,Turnover,
Andre Spight,Steal,,,2 - 13:04,,,,
Emmanuel Omogbo,Turnover,,,2 - 12:49,,,,
,,,,2 - 12:35,,Benji Bell,Field Goal Attempt,NW Florida Offensive Rebound
Marlon Jones,Defensive Foul,,,2 - 12:34,,,,
,,Marlon Jones Defensive Rebound,,2 - 12:27,,Jalen Jackson,Field Goal Attempt,
Andre Spight,Field Goal Attempt,,,2 - 11:56,,,,NW Florida Defensive Rebound
Emmanuel Omogbo,Defensive Foul,,,2 - 11:56,,,,
,,,,2 - 11:41,,Keith Charleston,Field Goal Attempt,Brandon Austin Offensive Rebound
,,,50-54,2 - 11:39,-4,Brandon Austin,Field Goal Made,
Pat Birt,Field Goal Attempt,,,2 - 11:24,,,,Jordan Capps Defensive Rebound
Pat Birt,Defensive Foul,,,2 - 11:12,,,,
Emmanuel Omogbo,Left the Game,David Kadiri Entered the Game,,2 - 11:12,,,,
,,,,2 - 11:07,,Jalen Jackson,Field Goal Attempt,
David Kadiri,Blocked shot,,,2 - 11:06,,,,
David Kadiri,Defensive Rebound,,,2 - 11:05,,,,
Diamante Langston,Field Goal Attempt,David Kadiri Offensive Rebound,,2 - 11:00,,,,
David Kadiri,Field Goal Attempt,,,2 - 10:58,,,,
,,,,2 - 10:56,,Jordan Capps,Blocked shot,
,,,,2 - 10:55,,Brandon Austin,Defensive Rebound,
,,,,2 - 10:52,,Brandon Austin,Field Goal Attempt,Benji Bell Offensive Rebound
,,,50-56,2 - 10:52,-6,Benji Bell,Field Goal Made,
Marlon Jones,Technical Foul,,,2 - 10:51,,,,
,,,,2 - 10:51,,Brandon Austin,Technical Foul,
Pat Birt,Three Point Attempt,David Kadiri Offensive Rebound,,2 - 10:33,,,,
,,,,2 - 10:31,,Brandon Austin,Defensive Foul,
Pat Birt,Left the Game,Andre Horne Entered the Game,,2 - 10:31,,,,
David Kadiri,Free Throw Attempt,South Plains Offensive Rebound,,2 - 10:31,,,,
David Kadiri,Free Throw Attempt,,,2 - 10:31,,,,Benji Bell Defensive Rebound
,,Andre Spight Defensive Rebound,,2 - 10:22,,Jordan Capps,Three Point Attempt,
Marlon Jones,Field Goal Made,,52-56,2 - 10:11,-4,,,
David Kadiri,Assist,,,2 - 10:09,,,,
Andre Horne,Defensive Foul,,,2 - 10:06,,,,
Marlon Jones,Left the Game,Emmanuel Omogbo Entered the Game,,2 - 10:06,,,,
,,David Kadiri Defensive Rebound,,2 - 9:56,,Keith Charleston,Field Goal Attempt,
Emmanuel Omogbo,Field Goal Made,,54-56,2 - 9:42,-2,,,
Andre Horne,Assist,,,2 - 9:39,,,,
Emmanuel Omogbo,Defensive Foul,,,2 - 9:35,,,,
,,,,2 - 9:35,,Jordan Capps,Free Throw Attempt,NW Florida Offensive Rebound
,,Emmanuel Omogbo Defensive Rebound,,2 - 9:35,,Jordan Capps,Free Throw Attempt,
Diamante Langston,Field Goal Attempt,,,2 - 9:13,,,,Jordan Capps Defensive Rebound
,,South Plains Defensive Rebound,,2 - 8:54,,Brandon Austin,Three Point Attempt,
,,,,2 - 8:54,,Brandon Austin,Left the Game,Xavier Moon Entered the Game
Andre Spight,Field Goal Made,,56-56,2 - 8:34,(T3),,,
,,,,2 - 8:23,,Jordan Capps,Field Goal Attempt,
David Kadiri,Blocked shot,,,2 - 8:21,,,,
Andre Horne,Defensive Rebound,,,2 - 8:21,,,,
Andre Spight,Three Point Made,,59-56,2 - 7:52,3 (L4),,,
,,David Kadiri Defensive Rebound,,2 - 7:36,,Benji Bell,Field Goal Attempt,
Andre Spight,Turnover,,,2 - 7:15,,,,
,,,,2 - 7:15,,Jordan Capps,Left the Game,Treshaad Williams Entered the Game
,,,,2 - 6:52,,Benji Bell,Three Point Attempt,NW Florida Offensive Rebound
,,,,2 - 6:44,,Benji Bell,Field Goal Attempt,
David Kadiri,Blocked shot,,,2 - 6:42,,,,
David Kadiri,Defensive Rebound,,,2 - 6:42,,,,
Andre Spight,Field Goal Attempt,,,2 - 6:28,,,,Keith Charleston Defensive Rebound
,,Diamante Langston Defensive Rebound,,2 - 6:18,,Benji Bell,Three Point Attempt,
David Kadiri,Field Goal Made,,61-56,2 - 6:11,5,,,
Diamante Langston,Assist,,,2 - 6:10,,,,
,,,61-58,2 - 6:03,3,Benji Bell,Field Goal Made,
,,,,2 - 5:53,,Jalen Jackson,Defensive Foul,
Diamante Langston,Free Throw Attempt,,,2 - 5:53,,,,Keith Charleston Defensive Rebound
,,,,2 - 5:29,,Xavier Moon,Three Point Attempt,Treshaad Williams Offensive Rebound
,,David Kadiri Defensive Rebound,,2 - 5:26,,Treshaad Williams,Field Goal Attempt,
Emmanuel Omogbo,Field Goal Made,,63-58,2 - 5:17,5,,,
Diamante Langston,Assist,,,2 - 5:16,,,,
,,,,2 - 5:03,,Xavier Moon,Three Point Attempt,Treshaad Williams Offensive Rebound
,,,63-60,2 - 5:01,3,Keith Charleston,Field Goal Made,
David Kadiri,Defensive Foul,,,2 - 5:01,,,,
,,,,2 - 5:01,,Keith Charleston,Left the Game,Brandon Austin Entered the Game
,,,63-61,2 - 5:01,2,Keith Charleston,Free Throw Made,
,,,,2 - 4:37,,Brandon Austin,Defensive Foul,
Emmanuel Omogbo,Free Throw Made,,64-61,2 - 4:37,3,,,
Emmanuel Omogbo,Free Throw Made,,65-61,2 - 4:37,4,,,
,,,,2 - 4:25,,Xavier Moon,Three Point Attempt,Xavier Moon Offensive Rebound
,,,65-63,2 - 4:22,2,Xavier Moon,Field Goal Made,
Diamante Langston,Field Goal Made,,67-63,2 - 4:01,4,,,
Andre Spight,Assist,,,2 - 3:56,,,,
,,,67-65,2 - 3:50,2,Jalen Jackson,Field Goal Made,
Andre Spight,Turnover,,,2 - 3:30,,,,
,,,,2 - 3:30,,Brandon Austin,Steal,
,,,67-67,2 - 3:11,(T4),Xavier Moon,Field Goal Made,
,,,,2 - 2:50,,Treshaad Williams,Defensive Foul,
Andre Horne,Free Throw Made,,68-67,2 - 2:50,1 (L5),,,
Andre Horne,Free Throw Attempt,,,2 - 2:50,,,,Benji Bell Defensive Rebound
,,Diamante Langston Defensive Rebound,,2 - 2:40,,Jalen Jackson,Three Point Attempt,
Andre Spight,Three Point Attempt,,,2 - 2:10,,,,Xavier Moon Defensive Rebound
,,South Plains Defensive Rebound,,2 - 2:00,,Jalen Jackson,Field Goal Attempt,
,,,,2 - 1:59,,Benji Bell,Defensive Foul,
David Kadiri,Free Throw Made,,69-67,2 - 1:59,2,,,
David Kadiri,Free Throw Made,,70-67,2 - 1:59,3,,,
Emmanuel Omogbo,Defensive Foul,,,2 - 1:34,,,,
,,,70-68,2 - 1:34,2,Benji Bell,Free Throw Made,
,,Emmanuel Omogbo Defensive Rebound,,2 - 1:34,,Benji Bell,Free Throw Attempt,
Andre Spight,Field Goal Attempt,,,2 - 1:01,,,,
