Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
Jevonlean Hedgeman,Field Goal Attempt,,,2 - 15:38,,,,Jamonte Graham Defensive Rebound
,,,,2 - 15:33,,Taljon Cromer,Field Goal Attempt,
Jevonlean Hedgeman,Blocked shot,,,2 - 15:31,,,,
,,,,2 - 15:29,,Jamonte Graham,Offensive Rebound,
,,,53-47,2 - 15:28,6,Jamonte Graham,Field Goal Made,
Willie Mangum,Turnover,,,2 - 15:08,,,,
,,,,2 - 15:07,,Jamonte Graham,Steal,
Naiel Smith,Defensive Foul,,,2 - 15:05,,,,
Jevonlean Hedgeman,Left the Game,Michael Hunter Entered the Game,,2 - 15:05,,,,
,,,,2 - 15:05,,Taljon Cromer,Left the Game,Matt Brown Entered the Game
,,,53-48,2 - 15:05,5,Jamonte Graham,Free Throw Made,
,,Candido Sa Defensive Rebound,,2 - 15:05,,Jamonte Graham,Free Throw Attempt,
Michael Hunter,Turnover,,,2 - 14:42,,,,
,,,,2 - 14:41,,Matt Brown,Steal,
,,,53-50,2 - 14:37,3,Matt Brown,Field Goal Made,
Willie Mangum,Three Point Attempt,,,2 - 14:18,,,,TJ Dunans Defensive Rebound
,,San Jacinto Defensive Rebound,,2 - 14:08,,Jamonte Graham,Three Point Attempt,
,,,,2 - 14:08,,Jamonte Graham,Left the Game,AJ Dodd Entered the Game
Candido Sa,Left the Game,,,2 - 14:08,,,,
Michael Carey,Left the Game,Donte Thomas Entered the Game,,2 - 14:08,,,,
Sadiq Inuwa,Entered the Game,,,2 - 14:08,,,,
,,,,2 - 13:50,,Immanuel Griggs,Defensive Foul,
Naiel Smith,Free Throw Attempt,San Jacinto Offensive Rebound,,2 - 13:50,,,,
Naiel Smith,Free Throw Attempt,Michael Hunter Offensive Rebound,,2 - 13:50,,,,
,,,,2 - 13:46,,TJ Dunans,Defensive Foul,
Willie Mangum,Three Point Attempt,,,2 - 13:37,,,,TJ Dunans Defensive Rebound
,,,53-53,2 - 13:28,(T1),TJ Dunans,Three Point Made,
,,,,2 - 13:27,,Justin Pride,Assist,
Michael Hunter,Field Goal Attempt,Michael Hunter Offensive Rebound,,2 - 13:05,,,,
,,,,2 - 12:57,,AJ Dodd,Defensive Foul,
Willie Mangum,Three Point Made,,56-53,2 - 12:57,3 (L1),,,
Donte Thomas,Assist,,,2 - 12:57,,,,
,,San Jacinto Defensive Rebound,,2 - 12:55,,TJ Dunans,Three Point Attempt,
Willie Mangum,Three Point Attempt,,,2 - 12:19,,,,Justin Pride Defensive Rebound
Michael Hunter,Defensive Foul,,,2 - 12:15,,,,
Willie Mangum,Left the Game,Jevonlean Hedgeman Entered the Game,,2 - 12:15,,,,
Michael Hunter,Left the Game,Michael Carey Entered the Game,,2 - 12:15,,,,
,,,,2 - 11:55,,TJ Dunans,Field Goal Attempt,Columbia State Offensive Rebound
Jevonlean Hedgeman,Defensive Foul,,,2 - 11:52,,,,
,,,,2 - 11:52,,Matt Brown,Free Throw Attempt,Columbia State Offensive Rebound
,,,56-54,2 - 11:52,2,Matt Brown,Free Throw Made,
Sadiq Inuwa,Turnover,,,2 - 11:35,,,,
,,San Jacinto Defensive Rebound,,2 - 11:08,,Matt Brown,Field Goal Attempt,
Michael Carey,Three Point Made,,59-54,2 - 10:36,5,,,
Donte Thomas,Assist,,,2 - 10:35,,,,
,,,59-57,2 - 10:27,2,AJ Dodd,Three Point Made,
,,,,2 - 10:25,,TJ Dunans,Assist,
Donte Thomas,Field Goal Made,,61-57,2 - 10:11,4,,,
Naiel Smith,Assist,,,2 - 10:10,,,,
,,Naiel Smith Defensive Rebound,,2 - 9:49,,AJ Dodd,Three Point Attempt,
Michael Carey,Three Point Attempt,,,2 - 9:29,,,,Immanuel Griggs Defensive Rebound
,,Sadiq Inuwa Defensive Rebound,,2 - 9:15,,Matt Brown,Field Goal Attempt,
Jevonlean Hedgeman,Three Point Attempt,,,2 - 9:01,,,,Columbia State Defensive Rebound
,,,,2 - 9:01,,TJ Dunans,Left the Game,
,,,,2 - 9:01,,AJ Dodd,Left the Game,
,,,,2 - 9:01,,Immanuel Griggs,Left the Game,
,,,,2 - 9:01,,Matt Brown,Left the Game,
,,,,2 - 9:01,,Justin Pride,Left the Game,AJ Dodd Entered the Game
,,,,2 - 9:01,,Jamontae Davis,Entered the Game,
,,,,2 - 9:01,,Taljon Cromer,Entered the Game,
,,,,2 - 9:01,,Justin Pride,Entered the Game,
