Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 17:49,,Kristian Keys,Charge,
,,,43-45,2 - 17:28,-2 (L3),Coris Williams Jr.,Field Goal Made,
,,,,2 - 17:23,,Tyrell Bellot-Green,Defensive Foul,
Jalen Norman,Free Throw Made,,44-45,2 - 17:23,-1,,,
Jalen Norman,Free Throw Made,,45-45,2 - 17:23,(T2),,,
Greg Tucker,Defensive Foul,,,2 - 17:12,,,,
,,Jalen Norman Defensive Rebound,,2 - 17:02,,Marcus Johnson Jr.,Field Goal Attempt,
Jalen Norman,Turnover,,,2 - 16:56,,,,
,,,,2 - 16:55,,Coris Williams Jr.,Steal,
,,,,2 - 16:51,,Tyrell Bellot-Green,Field Goal Attempt,Coris Williams Jr. Offensive Rebound
,,Jalen Norman Defensive Rebound,,2 - 16:44,,Jemerrio Jones,Field Goal Attempt,
Randy Holmes,Field Goal Made,,47-45,2 - 16:23,2 (L4),,,
Jamal McDowell,Assist,,,2 - 16:20,,,,
,,,,2 - 16:13,,Tyrell Bellot-Green,Three Point Attempt,Jemerrio Jones Offensive Rebound
,,,,2 - 16:04,,Marcus Johnson Jr.,Turnover,
Randy Holmes,Steal,,,2 - 16:03,,,,
,,,,2 - 16:02,,Coris Williams Jr.,Defensive Foul,
Greg Tucker,Left the Game,Malik Brown Entered the Game,,2 - 16:02,,,,
,,,,2 - 16:02,,Tyrell Bellot-Green,Left the Game,
,,,,2 - 16:02,,Kristian Keys,Left the Game,Devocio Butler Entered the Game
,,,,2 - 16:02,,Stefan Zecevic,Entered the Game,
Anthony Vidure,Free Throw Made,,48-45,2 - 16:02,3,,,
Anthony Vidure,Free Throw Attempt,,,2 - 16:02,,,,Jemerrio Jones Defensive Rebound
,,,,2 - 15:43,,Jemerrio Jones,Field Goal Attempt,Coris Williams Jr. Offensive Rebound
Jalen Norman,Left the Game,Freddy Bitondo Entered the Game,,2 - 15:42,,,,
,,,,2 - 15:34,,Devocio Butler,Field Goal Attempt,Jemerrio Jones Offensive Rebound
Malik Brown,Defensive Foul,,,2 - 15:33,,,,
,,,,2 - 15:33,,Jemerrio Jones,Free Throw Attempt,Hill College Offensive Rebound
,,Freddy Bitondo Defensive Rebound,,2 - 15:33,,Jemerrio Jones,Free Throw Attempt,
Malik Brown,Turnover,,,2 - 15:17,,,,
,,Freddy Bitondo Defensive Rebound,,2 - 15:04,,Coris Williams Jr.,Field Goal Attempt,
Anthony Vidure,Field Goal Made,,50-45,2 - 14:56,5,,,
Anthony Vidure,Left the Game,,,2 - 14:50,,,,
Malik Brown,Left the Game,,,2 - 14:50,,,,
Jamal McDowell,Left the Game,,,2 - 14:50,,,,
Randy Holmes,Left the Game,,,2 - 14:50,,,,
Freddy Bitondo,Left the Game,,,2 - 14:50,,,,
,,,,2 - 14:50,,Marcus Johnson Jr.,Left the Game,
,,,,2 - 14:50,,Coris Williams Jr.,Left the Game,
,,,,2 - 14:50,,Jemerrio Jones,Left the Game,
,,,,2 - 14:50,,Devocio Butler,Left the Game,
,,,,2 - 14:50,,Stefan Zecevic,Left the Game,Coris Williams Jr. Entered the Game
,,,,2 - 14:50,,Marcus Johnson Jr.,Entered the Game,
,,,,2 - 14:50,,Jemerrio Jones,Entered the Game,
,,,,2 - 14:50,,Stefan Zecevic,Entered the Game,
,,,,2 - 14:50,,Devocio Butler,Entered the Game,
Aaron Cassell,Entered the Game,,,2 - 14:50,,,,
Jamal McDowell,Entered the Game,,,2 - 14:50,,,,
Malik Brown,Entered the Game,,,2 - 14:50,,,,
Randy Holmes,Entered the Game,,,2 - 14:50,,,,
,,,,2 - 14:50,,Devocio Butler,Turnover,
Jamal McDowell,Steal,,,2 - 14:50,,,,
Jamal McDowell,Jump Ball Won,,,2 - 14:50,,,,
Freddy Bitondo,Entered the Game,,,2 - 14:50,,,,
,,,,2 - 14:35,,Stefan Zecevic,Left the Game,Evan Moorman Entered the Game
Jamal McDowell,Turnover,,,2 - 14:25,,,,
,,,,2 - 14:24,,Jemerrio Jones,Steal,
,,,50-47,2 - 14:21,3,Marcus Johnson Jr.,Field Goal Made,
,,,,2 - 14:19,,Jemerrio Jones,Assist,
Malik Brown,Three Point Attempt,,,2 - 13:59,,,,Hill College Defensive Rebound
Aaron Cassell,Defensive Foul,,,2 - 13:58,,,,
Aaron Cassell,Left the Game,Anthony Vidure Entered the Game,,2 - 13:58,,,,
Malik Brown,Left the Game,Aaron Cassell Entered the Game,,2 - 13:58,,,,
Freddy Bitondo,Defensive Foul,,,2 - 13:34,,,,
Randy Holmes,Left the Game,Jalen Norman Entered the Game,,2 - 13:34,,,,
,,,50-48,2 - 13:34,2,Jemerrio Jones,Free Throw Made,
,,,50-49,2 - 13:34,1,Jemerrio Jones,Free Throw Made,
Aaron Cassell,Three Point Attempt,,,2 - 13:15,,,,Hill College Defensive Rebound
,,Freddy Bitondo Defensive Rebound,,2 - 13:01,,Evan Moorman,Three Point Attempt,
Freddy Bitondo,Field Goal Attempt,,,2 - 12:49,,,,Coris Williams Jr. Defensive Rebound
Aaron Cassell,Defensive Foul,,,2 - 12:38,,,,
Aaron Cassell,Left the Game,Greg Tucker Entered the Game,,2 - 12:38,,,,
,,,50-50,2 - 12:38,(T3),Marcus Johnson Jr.,Free Throw Made,
,,,50-51,2 - 12:38,-1 (L5),Marcus Johnson Jr.,Free Throw Made,
Jamal McDowell,Turnover,,,2 - 12:26,,,,
,,,,2 - 12:25,,Devocio Butler,Steal,
,,,50-53,2 - 12:22,-3,Devocio Butler,Field Goal Made,
Anthony Vidure,Field Goal Attempt,,,2 - 12:07,,,,Jemerrio Jones Defensive Rebound
,,,50-55,2 - 12:01,-5,Marcus Johnson Jr.,Field Goal Made,
,,,,2 - 12:00,,Jemerrio Jones,Assist,
Anthony Vidure,Field Goal Made,,52-55,2 - 11:38,-3,,,
,,,,2 - 11:37,,Evan Moorman,Defensive Foul,
Anthony Vidure,Free Throw Attempt,,,2 - 11:37,,,,Coris Williams Jr. Defensive Rebound
,,,52-57,2 - 11:23,-5,Marcus Johnson Jr.,Field Goal Made,
Freddy Bitondo,Left the Game,Randy Holmes Entered the Game,,2 - 11:15,,,,
,,,,2 - 11:15,,Evan Moorman,Left the Game,Kristian Keys Entered the Game
Greg Tucker,Three Point Made,,55-57,2 - 11:10,-2,,,
Jamal McDowell,Assist,,,2 - 11:10,,,,
,,Randy Holmes Defensive Rebound,,2 - 10:44,,Coris Williams Jr.,Field Goal Attempt,
Anthony Vidure,Three Point Attempt,,,2 - 10:31,,,,Kristian Keys Defensive Rebound
,,,55-60,2 - 10:01,-5,Jemerrio Jones,Three Point Made,
Anthony Vidure,Three Point Attempt,,,2 - 9:38,,,,Jemerrio Jones Defensive Rebound
,,Randy Holmes Defensive Rebound,,2 - 9:25,,Marcus Johnson Jr.,Field Goal Attempt,
Randy Holmes,Field Goal Made,,57-60,2 - 9:12,-3,,,
Jamal McDowell,Assist,,,2 - 9:05,,,,
,,,57-63,2 - 8:53,-6,Kristian Keys,Three Point Made,
,,,,2 - 8:53,,Jemerrio Jones,Assist,
Jamal McDowell,Left the Game,Dwayne Pow Entered the Game,,2 - 8:53,,,,
