Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
Devin Simms,Field Goal Attempt,Phabian Glasco Offensive Rebound,,2 - 17:03,,,,
Devin Simms,Turnover,,,2 - 16:57,,,,
,,,,2 - 16:56,,Faith Pope,Steal,
,,,,2 - 16:44,,Ronnie Stacy,Turnover,
Phabian Glasco,Field Goal Attempt,Connors State Offensive Rebound,,2 - 16:29,,,,
Phabian Glasco,Field Goal Attempt,,,2 - 16:24,,,,
,,,,2 - 16:23,,Faith Pope,Blocked shot,
Corlbe Erving,Offensive Rebound,,,2 - 16:22,,,,
Ronnie Boyce,Three Point Attempt,,,2 - 16:12,,,,Dale Jones Defensive Rebound
,,,38-40,2 - 15:58,-2 (L3),Dominique Shaw,Field Goal Made,
,,,,2 - 15:58,,Ronnie Stacy,Assist,
Devin Simms,Field Goal Attempt,,,2 - 15:40,,,,Ikenna Okwarabizie Defensive Rebound
,,Devin Simms Defensive Rebound,,2 - 15:25,,Faith Pope,Three Point Attempt,
Arlando Cook,Field Goal Made,,40-40,2 - 15:20,(T3),,,
Devin Simms,Assist,,,2 - 15:19,,,,
,,,,2 - 15:03,,Ikenna Okwarabizie,Turnover,
Phabian Glasco,Steal,,,2 - 15:01,,,,
Corlbe Erving,Field Goal Made,,42-40,2 - 14:59,2 (L4),,,
,,,,2 - 14:59,,Ikenna Okwarabizie,Defensive Foul,
,,,,2 - 14:59,,Dale Jones,Left the Game,
,,,,2 - 14:59,,Ikenna Okwarabizie,Left the Game,Tyler Miller Entered the Game
,,,,2 - 14:59,,John Paul,Entered the Game,
Corlbe Erving,Free Throw Attempt,Corlbe Erving Offensive Rebound,,2 - 14:59,,,,
Corlbe Erving,Field Goal Made,,44-40,2 - 14:56,4,,,
,,Corlbe Erving Defensive Rebound,,2 - 14:42,,Tyler Miller,Field Goal Attempt,
,,,,2 - 14:33,,Tyler Miller,Defensive Foul,
Arlando Cook,Free Throw Made,,45-40,2 - 14:33,5,,,
Arlando Cook,Free Throw Attempt,,,2 - 14:33,,,,Faith Pope Defensive Rebound
Devin Simms,Defensive Foul,,,2 - 14:14,,,,
,,Devin Simms Defensive Rebound,,2 - 14:01,,Tyler Miller,Field Goal Attempt,
Ronnie Boyce,Field Goal Made,,47-40,2 - 13:51,7,,,
Corlbe Erving,Assist,,,2 - 13:51,,,,
,,,,2 - 13:46,,Dominique Shaw,Left the Game,
,,,,2 - 13:46,,Faith Pope,Left the Game,
,,,,2 - 13:46,,Ronnie Stacy,Left the Game,
,,,,2 - 13:46,,Tyler Miller,Left the Game,
,,,,2 - 13:46,,John Paul,Left the Game,Dale Jones Entered the Game
,,,,2 - 13:46,,Ronnie Stacy,Entered the Game,
,,,,2 - 13:46,,Tyler Miller,Entered the Game,
,,,,2 - 13:46,,Faith Pope,Entered the Game,
,,,,2 - 13:46,,Dominique Shaw,Entered the Game,
,,Corlbe Erving Defensive Rebound,,2 - 13:34,,Dale Jones,Field Goal Attempt,
Ronnie Boyce,Field Goal Attempt,,,2 - 13:28,,,,
,,,,2 - 13:27,,Tyler Miller,Blocked shot,
Arlando Cook,Offensive Rebound,,,2 - 13:26,,,,
,,,,2 - 13:26,,Tyler Miller,Jump Ball Won,
Ronnie Boyce,Three Point Attempt,Corlbe Erving Offensive Rebound,,2 - 13:09,,,,
Arlando Cook,Field Goal Made,,49-40,2 - 13:02,9,,,
Corlbe Erving,Assist,,,2 - 13:02,,,,
,,,,2 - 12:44,,Faith Pope,Three Point Attempt,Dominique Shaw Offensive Rebound
,,Corlbe Erving Defensive Rebound,,2 - 12:41,,Dominique Shaw,Field Goal Attempt,
Devin Simms,Field Goal Made,,51-40,2 - 12:34,11,,,
Corlbe Erving,Assist,,,2 - 12:33,,,,
,,Devin Simms Defensive Rebound,,2 - 12:23,,Dale Jones,Three Point Attempt,
Corlbe Erving,Field Goal Made,,53-40,2 - 12:08,13,,,
Ronnie Boyce,Assist,,,2 - 12:08,,,,
,,,,2 - 11:42,,Tyler Miller,Field Goal Attempt,
Phabian Glasco,Blocked shot,,,2 - 11:41,,,,
Phabian Glasco,Defensive Rebound,,,2 - 11:41,,,,
Ronnie Boyce,Field Goal Attempt,,,2 - 11:20,,,,
,,,,2 - 11:19,,Dale Jones,Blocked shot,
Phabian Glasco,Offensive Rebound,,,2 - 11:18,,,,
Corlbe Erving,Field Goal Made,,55-40,2 - 11:12,15,,,
,,Corlbe Erving Defensive Rebound,,2 - 11:00,,Dominique Shaw,Three Point Attempt,
Arlando Cook,Offensive Foul,,,2 - 10:44,,,,
Arlando Cook,Turnover,,,2 - 10:44,,,,
,,,,2 - 10:44,,Dominique Shaw,Charge,
,,,,2 - 10:44,,Dominique Shaw,Left the Game,Darryl Stewart Entered the Game
Corlbe Erving,Left the Game,Damari Edwards Entered the Game,,2 - 10:44,,,,
,,,,2 - 10:32,,Dale Jones,Turnover,
Devin Simms,Steal,,,2 - 10:32,,,,
Arlando Cook,Field Goal Made,,57-40,2 - 10:28,17,,,
Devin Simms,Assist,,,2 - 10:27,,,,
,,Ronnie Boyce Defensive Rebound,,2 - 10:18,,Ronnie Stacy,Field Goal Attempt,
,,,,2 - 10:16,,Darryl Stewart,Defensive Foul,
Devin Simms,Left the Game,Devin Simms Entered the Game,,2 - 10:16,,,,
Arlando Cook,Left the Game,Erick Broadnax Entered the Game,,2 - 10:16,,,,
,,,,2 - 10:16,,Dale Jones,Left the Game,John Paul Entered the Game
,,,,2 - 10:16,,Ronnie Stacy,Left the Game,Levi Yancy Entered the Game
,,,,2 - 9:49,,John Paul,Defensive Foul,
Ronnie Boyce,Left the Game,Kayshaune Spencer Entered the Game,,2 - 9:49,,,,
Devin Simms,Free Throw Attempt,Connors State Offensive Rebound,,2 - 9:49,,,,
Devin Simms,Free Throw Made,,58-40,2 - 9:49,18,,,
,,,,2 - 9:49,,Levi Yancy,Left the Game,
,,,,2 - 9:49,,Faith Pope,Left the Game,
,,,,2 - 9:49,,Darryl Stewart,Left the Game,
,,,,2 - 9:49,,Tyler Miller,Left the Game,
,,,,2 - 9:49,,John Paul,Left the Game,
Damari Edwards,Left the Game,,,2 - 9:49,,,,
Phabian Glasco,Left the Game,,,2 - 9:49,,,,
Kayshaune Spencer,Left the Game,,,2 - 9:49,,,,
Devin Simms,Left the Game,,,2 - 9:49,,,,
Erick Broadnax,Left the Game,,,2 - 9:49,,,,
,,,,2 - 9:49,,Tyler Miller,Entered the Game,
,,,,2 - 9:49,,Darryl Stewart,Entered the Game,
,,,,2 - 9:49,,John Paul,Entered the Game,
,,,,2 - 9:49,,Levi Yancy,Entered the Game,
,,,,2 - 9:49,,Faith Pope,Entered the Game,
Corlbe Erving,Entered the Game,,,2 - 9:49,,,,
Arlando Cook,Entered the Game,,,2 - 9:49,,,,
Devin Simms,Entered the Game,,,2 - 9:49,,,,
Phabian Glasco,Entered the Game,,,2 - 9:49,,,,
DJ Evans,Entered the Game,,,2 - 9:49,,,,
DJ Evans,Left the Game,Kayshaune Spencer Entered the Game,,2 - 9:49,,,,
,,Corlbe Erving Defensive Rebound,,2 - 9:30,,Tyler Miller,Field Goal Attempt,
Corlbe Erving,Field Goal Attempt,,,2 - 9:05,,,,
,,,,2 - 9:03,,John Paul,Blocked shot,
,,,,2 - 9:01,,Darryl Stewart,Defensive Rebound,
,,,,2 - 9:02,,Darryl Stewart,Offensive Foul,
,,,,2 - 9:02,,Darryl Stewart,Turnover,
Phabian Glasco,Charge,,,2 - 9:02,,,,
Phabian Glasco,Turnover,,,2 - 8:46,,,,
Devin Simms,Defensive Foul,,,2 - 8:34,,,,
,,,,2 - 8:30,,Levi Yancy,Turnover,
Devin Simms,Steal,,,2 - 8:29,,,,
,,,,2 - 8:26,,Darryl Stewart,Defensive Foul,
,,,,2 - 8:26,,Levi Yancy,Left the Game,Cohen Desouza Entered the Game
Phabian Glasco,Free Throw Made,,59-40,2 - 8:26,19,,,
Phabian Glasco,Free Throw Attempt,,,2 - 8:26,,,,John Paul Defensive Rebound
,,Phabian Glasco Defensive Rebound,,2 - 8:11,,Faith Pope,Field Goal Attempt,
Phabian Glasco,Turnover,,,2 - 8:10,,,,
,,,,2 - 8:01,,Cohen Desouza,Field Goal Attempt,Darryl Stewart Offensive Rebound
,,,,2 - 7:58,,Darryl Stewart,Turnover,
Phabian Glasco,Steal,,,2 - 7:56,,,,
Corlbe Erving,Field Goal Made,,61-40,2 - 7:54,21,,,
Phabian Glasco,Assist,,,2 - 7:54,,,,
,,Phabian Glasco Defensive Rebound,,2 - 7:41,,Tyler Miller,Field Goal Attempt,
Corlbe Erving,Turnover,,,2 - 7:15,,,,
,,,,2 - 7:14,,John Paul,Steal,
,,,,2 - 7:01,,Faith Pope,Field Goal Attempt,
Phabian Glasco,Blocked shot,,,2 - 7:01,,,,
,,,,2 - 7:01,,Faith Pope,Offensive Rebound,
Phabian Glasco,Defensive Foul,,,2 - 7:01,,,,
,,,,2 - 7:01,,Faith Pope,Left the Game,Jacob Socha Entered the Game
,,,61-41,2 - 7:01,20,Faith Pope,Free Throw Made,
,,,61-42,2 - 7:01,19,Faith Pope,Free Throw Made,
,,,,2 - 6:29,,John Paul,Defensive Foul,
Devin Simms,Free Throw Made,,62-42,2 - 6:29,20,,,
Devin Simms,Free Throw Attempt,,,2 - 6:29,,,,John Paul Defensive Rebound
,,,62-44,2 - 6:17,18,Darryl Stewart,Field Goal Made,
Arlando Cook,Field Goal Attempt,,,2 - 5:37,,,,Tyler Miller Defensive Rebound
,,,62-46,2 - 5:30,16,Darryl Stewart,Field Goal Made,
Kayshaune Spencer,Defensive Foul,,,2 - 5:30,,,,
,,Arlando Cook Defensive Rebound,,2 - 5:30,,Darryl Stewart,Free Throw Attempt,
,,,,2 - 5:11,,John Paul,Defensive Foul,
Kayshaune Spencer,Left the Game,Ronnie Boyce Entered the Game,,2 - 5:11,,,,
Arlando Cook,Free Throw Made,,63-46,2 - 5:11,17,,,
Arlando Cook,Free Throw Attempt,Phabian Glasco Offensive Rebound,,2 - 5:11,,,,
Devin Simms,Field Goal Attempt,,,2 - 5:05,,,,
,,,,2 - 5:04,,John Paul,Blocked shot,
Ronnie Boyce,Offensive Rebound,,,2 - 5:04,,,,
Corlbe Erving,Turnover,,,2 - 4:48,,,,
,,,,2 - 4:48,,Tyler Miller,Steal,
,,Arlando Cook Defensive Rebound,,2 - 4:38,,John Paul,Field Goal Attempt,
Ronnie Boyce,Turnover,,,2 - 4:30,,,,
Arlando Cook,Defensive Foul,,,2 - 4:21,,,,
,,,,2 - 4:21,,Cohen Desouza,Free Throw Attempt,Tyler Offensive Rebound
,,,63-47,2 - 4:21,16,Cohen Desouza,Free Throw Made,
,,,,2 - 4:18,,Jacob Socha,Defensive Foul,
Corlbe Erving,Free Throw Made,,64-47,2 - 4:18,17,,,
Corlbe Erving,Free Throw Made,,65-47,2 - 4:18,18,,,
,,,65-49,2 - 4:11,16,Darryl Stewart,Field Goal Made,
,,,,2 - 3:58,,John Paul,Defensive Foul,
Corlbe Erving,Free Throw Made,,66-49,2 - 3:58,17,,,
Corlbe Erving,Free Throw Made,,67-49,2 - 3:58,18,,,
,,Arlando Cook Defensive Rebound,,2 - 3:52,,Jacob Socha,Three Point Attempt,
Corlbe Erving,Field Goal Made,,69-49,2 - 3:32,20,,,
Ronnie Boyce,Defensive Foul,,,2 - 3:26,,,,
,,,,2 - 3:26,,Tyler Miller,Left the Game,Levi Yancy Entered the Game
,,,69-50,2 - 3:26,19,Darryl Stewart,Free Throw Made,
,,,69-51,2 - 3:26,18,Darryl Stewart,Free Throw Made,
Ronnie Boyce,Turnover,,,2 - 3:15,,,,
,,,,2 - 3:14,,Cohen Desouza,Steal,
,,,69-53,2 - 3:12,16,Cohen Desouza,Field Goal Made,
,,,,2 - 3:11,,Jacob Socha,Assist,
,,,,2 - 3:10,,Cohen Desouza,Defensive Foul,
